C:\Users\이우진\.jdks\corretto-11.0.19\bin\jcmd.exe 15108 GC.class_histogram
15108:
 num     #instances         #bytes  class name (module)
 974:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@17.0.6)
 975:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@17.0.6)
 976:             1             72  [Lcom.jetbrains.toolbox.datamodel.UILanguage;
 977:             1             72  [Ljava.lang.reflect.Field; (java.base@17.0.6)
 978:             2             72  [Ljava.util.Locale; (java.base@17.0.6)
 979:             3             72  [Ljava.util.concurrent.ConcurrentHashMap$CounterCell; (java.base@17.0.6)
 980:             1             72  [Ljavax.imageio.ImageTypeSpecifier; (java.desktop@17.0.6)
 981:             1             72  [Lorg.tinylog.pattern.Token;
 982:             3             72  [Lsun.security.ssl.EphemeralKeyManager$EphemeralKeyPair; (java.base@17.0.6)
 983:             3             72  com.jetbrains.fus.reporting.schema.BooleanEventField
 984:             3             72  com.jetbrains.fus.reporting.schema.EventId
 985:             3             72  com.jetbrains.fus.reporting.schema.StringEventField$ValidatedByAllowedValues
 986:             3             72  com.jetbrains.toolbox.AcceptionLevels
 987:             3             72  com.jetbrains.toolbox.EvictingQueue
 988:             3             72  com.jetbrains.toolbox.InAppNotificationDuration
 989:             3             72  com.jetbrains.toolbox.InstallPatchSequence
 990:             1             72  com.jetbrains.toolbox.Storage
 991:             3             72  com.jetbrains.toolbox.Tab
 992:             3             72  com.jetbrains.toolbox.WindowsFileAssociationsUpdater$WindowsAssociations$OpenableAppRegistration
 993:             1             72  com.jetbrains.toolbox.datamodel.InternalSettings
 994:             3             72  com.jetbrains.toolbox.datamodel.Theme
 995:             3             72  com.jetbrains.toolbox.datamodel.ToolUpdateFilter
 996:             3             72  com.jetbrains.toolbox.datamodel.ToolUpdateVersion
 997:             3             72  com.jetbrains.toolbox.feed.LicenseAgreement
 998:             3             72  com.jetbrains.toolbox.feed.RemoteOs
 999:             3             72  com.jetbrains.toolbox.feed.Vendor
1000:             3             72  com.jetbrains.toolbox.fus.FusEnums$Account
1001:             3             72  com.jetbrains.toolbox.fus.FusEnums$ToolSettingsField
1002:             1             72  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$8$1
1003:             3             72  com.jetbrains.toolbox.manager.TechnicalOnboardingSteps
1004:             1             72  com.jetbrains.toolbox.managers.ToolManagerImpl
1005:             3             72  com.jetbrains.toolbox.util.FlowKt$onChange$3
1006:             3             72  com.sun.crypto.provider.TlsMasterSecretGenerator$TlsMasterSecretKey (java.base@17.0.6)
1007:             1             72  com.sun.jna.platform.win32.WinCrypt$CERT_PUBLIC_KEY_INFO
1008:             3             72  java.awt.EventFilter$FilterAction (java.desktop@17.0.6)
1009:             1             72  java.awt.geom.AffineTransform (java.desktop@17.0.6)
1010:             3             72  java.io.OutputStreamWriter (java.base@17.0.6)
1011:             3             72  java.lang.StringBuilder (java.base@17.0.6)
1012:             3             72  java.lang.WeakPairMap (java.base@17.0.6)
1013:             3             72  java.lang.annotation.RetentionPolicy (java.base@17.0.6)
1014:             1             72  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLL (java.base@17.0.6)
1015:             3             72  java.lang.invoke.VarHandle$TypesAndInvokers (java.base@17.0.6)
1016:             3             72  java.lang.invoke.VarHandle$VarHandleDesc$Kind (java.base@17.0.6)
1017:             3             72  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@17.0.6)
1018:             3             72  java.net.Proxy$Type (java.base@17.0.6)
1019:             3             72  java.net.StandardProtocolFamily (java.base@17.0.6)
1020:             3             72  java.nio.file.AccessMode (java.base@17.0.6)
1021:             3             72  java.nio.file.FileTreeWalker$EventType (java.base@17.0.6)
1022:             3             72  java.security.DrbgParameters$Capability (java.base@17.0.6)
1023:             3             72  java.security.SecurityPermission (java.base@17.0.6)
1024:             3             72  java.time.ZoneRegion (java.base@17.0.6)
1025:             3             72  java.time.format.ResolverStyle (java.base@17.0.6)
1026:             3             72  java.util.Base64$Encoder (java.base@17.0.6)
1027:             3             72  java.util.concurrent.ConcurrentLinkedDeque$Node (java.base@17.0.6)
1028:             3             72  java.util.regex.Pattern$StartS (java.base@17.0.6)
1029:             3             72  java.util.stream.Collector$Characteristics (java.base@17.0.6)
1030:             3             72  java.util.stream.MatchOps$MatchKind (java.base@17.0.6)
1031:             3             72  jdk.internal.icu.util.CodePointTrie$ValueWidth (java.base@17.0.6)
1032:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@17.0.6)
1033:             3             72  kotlin.LazyThreadSafetyMode
1034:             3             72  kotlin.coroutines.intrinsics.CoroutineSingletons
1035:             3             72  kotlinx.coroutines.channels.BufferOverflow
1036:             3             72  kotlinx.serialization.descriptors.SerialDescriptorImpl$_hashCode$2
1037:             3             72  name.kropp.kotlinx.gettext.PoData
1038:             3             72  okhttp3.CertificatePinner
1039:             3             72  okhttp3.internal.Util$$Lambda$92/0x0000000100282e08
1040:             3             72  org.tinylog.pattern.SizeToken
1041:             3             72  sun.awt.AppContext$State (java.desktop@17.0.6)
1042:             1             72  sun.awt.windows.WToolkit (java.desktop@17.0.6)
1043:             3             72  sun.java2d.StateTrackableDelegate (java.desktop@17.0.6)
1044:             1             72  sun.nio.ch.FileChannelImpl (java.base@17.0.6)
1045:             3             72  sun.nio.ch.Util$BufferCache (java.base@17.0.6)
1046:             3             72  sun.security.provider.certpath.OCSP$RevocationStatus$CertStatus (java.base@17.0.6)
1047:             3             72  sun.security.ssl.ClientAuthType (java.base@17.0.6)
1048:             3             72  sun.security.ssl.EphemeralKeyManager (java.base@17.0.6)
1049:             3             72  sun.security.ssl.SSLMasterKeyDerivation (java.base@17.0.6)
1050:             1             64  [Lcom.sun.jna.platform.win32.ShlObj$KNOWN_FOLDER_FLAG;
1051:             2             64  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State; (java.xml@17.0.6)
1052:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@17.0.6)
1053:             2             64  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@17.0.6)
1054:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@17.0.6)
1055:             2             64  [Ljava.nio.charset.CoderResult; (java.base@17.0.6)
1056:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@17.0.6)
1057:             2             64  [Lokhttp3.Protocol;
1058:             2             64  [Lsun.security.jca.ProviderConfig; (java.base@17.0.6)
1059:             2             64  [Lsun.security.ssl.SSLTrafficKeyDerivation$KeySchedule; (java.base@17.0.6)
1060:             1             64  com.jetbrains.toolbox.OnboardingManagerImpl
1061:             2             64  com.jetbrains.toolbox.intellij.notification.processor.IdeResponseManager$postNotificationToIntelliJServer$2$1
1062:             1             64  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$14$1
1063:             1             64  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$8
1064:             2             64  com.jetbrains.toolbox.projects.local.helper.IntellijProjectDetector$ImageFormat
1065:             2             64  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property (java.xml@17.0.6)
1066:             2             64  java.awt.color.ICC_Profile (java.desktop@17.0.6)
1067:             2             64  java.awt.color.ICC_ProfileRGB (java.desktop@17.0.6)
1068:             2             64  java.io.BufferedOutputStream (java.base@17.0.6)
1069:             2             64  java.lang.StringBuffer (java.base@17.0.6)
1070:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@17.0.6)
1071:             2             64  java.net.Inet6Address$Inet6AddressHolder (java.base@17.0.6)
1072:             4             64  java.security.spec.NamedParameterSpec (java.base@17.0.6)
1073:             2             64  java.time.format.DateTimeFormatterBuilder$TextPrinterParser (java.base@17.0.6)
1074:             2             64  java.time.temporal.IsoFields$Unit (java.base@17.0.6)
1075:             4             64  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@17.0.6)
1076:             1             64  java.util.logging.LogManager$RootLogger (java.logging@17.0.6)
1077:             4             64  jdk.internal.util.Preconditions$1 (java.base@17.0.6)
1078:             4             64  kotlin.collections.ArraysKt___ArraysKt$asIterable$$inlined$Iterable$1
1079:             2             64  kotlinx.coroutines.ThreadState
1080:             2             64  kotlinx.coroutines.flow.ChannelFlowBuilder
1081:             4             64  kotlinx.coroutines.flow.FlowKt__DelayKt$debounceInternal$1$values$1$1
1082:             1             64  kotlinx.coroutines.scheduling.CoroutineScheduler
1083:             2             64  kotlinx.coroutines.scheduling.TaskImpl
1084:             4             64  kotlinx.serialization.internal.InlineClassDescriptorKt$InlinePrimitiveDescriptor$1
1085:             2             64  okhttp3.MediaType
1086:             2             64  okhttp3.internal.connection.RealCall$CallReference
1087:             2             64  okhttp3.internal.http.RealResponseBody
1088:             2             64  sun.awt.SoftCache (java.desktop@17.0.6)
1089:             2             64  sun.java2d.ReentrantContextProviderTL$1 (java.desktop@17.0.6)
1090:             1             64  sun.java2d.loops.RenderCache$1 (java.desktop@17.0.6)
1091:             1             64  sun.security.provider.SHA5$SHA512 (java.base@17.0.6)
1092:             2             64  sun.security.provider.certpath.ResponderId$Type (java.base@17.0.6)
1093:             1             64  sun.security.provider.certpath.ldap.JdkLDAP$ProviderService (java.naming@17.0.6)
1094:             2             64  sun.security.rsa.RSAUtil$KeyType (java.base@17.0.6)
1095:             2             64  sun.security.ssl.Alert$Level (java.base@17.0.6)
1096:             2             64  sun.security.ssl.CertStatusExtension$CertStatusRequestType (java.base@17.0.6)
1097:             2             64  sun.security.ssl.CertStatusExtension$OCSPStatusRequest (java.base@17.0.6)
1098:             2             64  sun.security.ssl.PskKeyExchangeModesExtension$PskKeyExchangeMode (java.base@17.0.6)
1099:             4             64  sun.security.ssl.SSLCipher$T11BlockReadCipherGenerator (java.base@17.0.6)
1100:             4             64  sun.security.ssl.SSLCipher$T11BlockWriteCipherGenerator (java.base@17.0.6)
1101:             2             64  sun.security.util.DisabledAlgorithmConstraints$DenyAfterConstraint (java.base@17.0.6)
1102:             1             56  [Lcom.jetbrains.toolbox.ModelUpdateReason;
1103:             1             56  [Lcom.jetbrains.toolbox.feed.ApplicationPackageType;
1104:             1             56  [Lcom.sun.org.apache.xerces.internal.impl.XMLScanner$NameType; (java.xml@17.0.6)
1105:             1             56  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit; (java.xml@17.0.6)
1106:             1             56  [Ljava.lang.Runnable; (java.base@17.0.6)
1107:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@17.0.6)
1108:             2             56  [Lkotlinx.serialization.descriptors.SerialDescriptor;
1109:             1             56  androidx.compose.runtime.snapshots.GlobalSnapshot
1110:             1             56  com.jetbrains.toolbox.ApplicationManagerImpl$4$1
1111:             1             56  com.jetbrains.toolbox.ApplicationsRefresher
1112:             1             56  com.jetbrains.toolbox.CertificateManagerImpl
1113:             1             56  com.jetbrains.toolbox.JetBrainsAnalyticsImpl$3
1114:             1             56  com.jetbrains.toolbox.UpdateManagerImpl$3$1
1115:             1             56  com.jetbrains.toolbox.enterprise.EnterpriseApplicationHandler
1116:             1             56  com.jetbrains.toolbox.i18n.LocalizationApplicationHandler$1$2
1117:             1             56  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$10
1118:             1             56  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$14
1119:             1             56  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$15
1120:             1             56  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$5
1121:             1             56  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$5$1
1122:             1             56  com.jetbrains.toolbox.projects.ProjectManagerImpl
1123:             1             56  com.jetbrains.toolbox.projects.local.VisualStudioProjectSource
1124:             1             56  com.jetbrains.toolbox.projects.remote.SpaceProjectSource
1125:             1             56  com.jetbrains.toolbox.services.SpaceServiceGeneratorImpl
1126:             1             56  compose.SnackbarManagerImpl$showSnackbar$1
1127:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@17.0.6)
1128:             1             56  java.lang.invoke.BoundMethodHandle$Species_LLLLLL (java.base@17.0.6)
1129:             1             56  java.net.SocketPermission (java.base@17.0.6)
1130:             1             56  java.security.cert.PKIXBuilderParameters (java.base@17.0.6)
1131:             1             56  java.util.ServiceLoader (java.base@17.0.6)
1132:             1             56  java.util.logging.LogManager (java.logging@17.0.6)
1133:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@17.0.6)
1134:             1             56  org.tinylog.kotlin.TaggedLogger
1135:             1             56  sun.awt.AppContext (java.desktop@17.0.6)
1136:             1             56  sun.java2d.NullSurfaceData (java.desktop@17.0.6)
1137:             1             56  sun.security.validator.PKIXValidator (java.base@17.0.6)
1138:             1             48  [Lcom.intellij.internal.statistic.eventLog.validator.ValidationResultType;
1139:             1             48  [Lcom.jetbrains.toolbox.ProtocolHandler;
1140:             1             48  [Lcom.jetbrains.toolbox.datamodel.project.ProjectSourceUpdateReason;
1141:             1             48  [Lcom.jetbrains.toolbox.fus.FusEnums$NotificationType;
1142:             1             48  [Lcom.jetbrains.toolbox.fus.FusEnums$ToolboxSettingsField;
1143:             1             48  [Ljava.lang.System$Logger$Level; (java.base@17.0.6)
1144:             1             48  [Ljava.math.RoundingMode; (java.base@17.0.6)
1145:             2             48  [Ljava.nio.file.FileVisitOption; (java.base@17.0.6)
1146:             2             48  [Ljava.util.Enumeration; (java.base@17.0.6)
1147:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@17.0.6)
1148:             1             48  [Lkotlin.text.RegexOption;
1149:             1             48  [Lkotlin.time.DurationUnit;
1150:             2             48  [Lsun.security.validator.CADistrustPolicy; (java.base@17.0.6)
1151:             1             48  [Lsun.security.x509.NetscapeCertTypeExtension$MapEntry; (java.base@17.0.6)
1152:             2             48  [[Ljava.util.Collection; (java.base@17.0.6)
1153:             2             48  com.intellij.internal.statistic.eventLog.connection.metadata.EventGroupFilterRules$VersionRange
1154:             2             48  com.jetbrains.fus.reporting.schema.EventLogGroup$Type
1155:             2             48  com.jetbrains.fus.reporting.schema.LongEventField
1156:             1             48  com.jetbrains.toolbox.ApplicationFeedDownloader
1157:             2             48  com.jetbrains.toolbox.ApplicationFeedDownloader$ProcessIncludes
1158:             1             48  com.jetbrains.toolbox.ApplicationFeedJSONLoader$feedParser$1$1
1159:             1             48  com.jetbrains.toolbox.ApplicationFeedJSONLoader$feedParser$1$2
1160:             1             48  com.jetbrains.toolbox.ApplicationFeedJSONLoader$feedParser$1$3
1161:             1             48  com.jetbrains.toolbox.ApplicationFeedJSONLoader$feedParser$1$4
1162:             1             48  com.jetbrains.toolbox.ApplicationManagerImpl$5$1
1163:             1             48  com.jetbrains.toolbox.AutoUpdateManager
1164:             1             48  com.jetbrains.toolbox.BackgroundTaskScheduler$1
1165:             1             48  com.jetbrains.toolbox.FeedjetManagerImpl
1166:             1             48  com.jetbrains.toolbox.FleetProtocolHandler
1167:             2             48  com.jetbrains.toolbox.LocalApplicationsHistoryImpl
1168:             1             48  com.jetbrains.toolbox.WindowsFileAssociationsUpdater$1$1
1169:             1             48  com.jetbrains.toolbox.WindowsFileAssociationsUpdater$2$2
1170:             1             48  com.jetbrains.toolbox.accounts.AccountManagerImpl
1171:             1             48  com.jetbrains.toolbox.datamodel.ModelHolder
1172:             2             48  com.jetbrains.toolbox.datamodel.RepoType
1173:             3             48  com.jetbrains.toolbox.datamodel.ToolUpdateQuality
1174:             2             48  com.jetbrains.toolbox.datamodel.project.ProjectsModel
1175:             1             48  com.jetbrains.toolbox.enterprise.EnterpriseAppVersionChecker$1
1176:             2             48  com.jetbrains.toolbox.feed.Authenticator
1177:             2             48  com.jetbrains.toolbox.feed.PatchFormat
1178:             2             48  com.jetbrains.toolbox.feed.RemoteOs$serialName$2
1179:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$Extension$Navigate$1
1180:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$Extension$Project$1
1181:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$IdeIntegration$Notification$1
1182:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$Performance$Cpu$1
1183:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$Performance$Memory$1
1184:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$Skia$DeviceAfterFirstFrameRender$1
1185:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$Skia$DeviceBeforeFirstFrameRender$1
1186:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$Skia$DeviceContextInit$1
1187:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$Skia$DeviceInit$1
1188:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$Skia$RendererDeviceChosen$1
1189:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$Skia$RendererInit$1
1190:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$ToolAction$Downgrade$1
1191:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$ToolAction$Install$1
1192:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$ToolAction$Reinstall$1
1193:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$ToolAction$Rollback$1
1194:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$ToolAction$SkipUpdate$1
1195:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$ToolAction$Uninstall$1
1196:             1             48  com.jetbrains.toolbox.fus.Fus$Counters$ToolAction$Update$1
1197:             1             48  com.jetbrains.toolbox.fus.Fus$States$Common$InstalledTools$1
1198:             1             48  com.jetbrains.toolbox.fus.Fus$States$Common$LocalProjectCount$1
1199:             1             48  com.jetbrains.toolbox.fus.Fus$States$Common$RemoteProjectCount$1
1200:             1             48  com.jetbrains.toolbox.fus.Fus$States$Settings$Tools$1
1201:             2             48  com.jetbrains.toolbox.fus.FusEnums$State
1202:             1             48  com.jetbrains.toolbox.i18n.LocalizationApplicationHandler
1203:             1             48  com.jetbrains.toolbox.intellij.notification.IntelliJUpdateNotifier
1204:             2             48  com.jetbrains.toolbox.interop.Win32Registry$Hive
1205:             1             48  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$11
1206:             1             48  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$11$1
1207:             1             48  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$13
1208:             1             48  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$13$1
1209:             1             48  com.jetbrains.toolbox.interop.cef.NativeGUIProcessKt$createToolboxServices$15$1$1
1210:             2             48  com.jetbrains.toolbox.manager.Onboarding
1211:             3             48  com.jetbrains.toolbox.projects.ProjectSource$1$1
1212:             1             48  com.jetbrains.toolbox.services.DataloreServiceGeneratorImpl
1213:             1             48  com.jetbrains.toolbox.shell.OSShellLaunchersEvents$2$1
1214:             2             48  com.jetbrains.toolbox.util.CloningMessageDigest
1215:             2             48  com.sun.jna.Structure$NativeStringTracking
1216:             2             48  com.sun.jna.StructureReadContext
1217:             2             48  com.sun.jna.platform.win32.WinCrypt$HCERTSTORE
1218:             1             48  com.sun.jna.win32.W32APIOptions$1
1219:             1             48  com.sun.jna.win32.W32APIOptions$2
1220:             2             48  com.sun.jna.win32.W32APITypeMapper
1221:             3             48  com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator (java.xml@17.0.6)
1222:             1             48  java.awt.image.DataBufferByte (java.desktop@17.0.6)
1223:             1             48  java.awt.image.SinglePixelPackedSampleModel (java.desktop@17.0.6)
1224:             2             48  java.io.File$PathStatus (java.base@17.0.6)
1225:             2             48  java.lang.ClassValue$Version (java.base@17.0.6)
1226:             2             48  java.lang.CompoundEnumeration (java.base@17.0.6)
1227:             1             48  java.lang.NullPointerException (java.base@17.0.6)
1228:             1             48  java.lang.ProcessEnvironment (java.base@17.0.6)
1229:             1             48  java.lang.ProcessHandleImpl (java.base@17.0.6)
1230:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@17.0.6)
1231:             2             48  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@17.0.6)
1232:             2             48  java.lang.reflect.ReflectPermission (java.base@17.0.6)
1233:             2             48  java.net.Inet6Address (java.base@17.0.6)
1234:             2             48  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@17.0.6)
1235:             3             48  java.nio.charset.CodingErrorAction (java.base@17.0.6)
1236:             3             48  java.text.AttributedCharacterIterator$Attribute (java.base@17.0.6)
1237:             2             48  java.time.OffsetDateTime (java.base@17.0.6)
1238:             2             48  java.time.ZonedDateTime (java.base@17.0.6)
1239:             2             48  java.time.format.DateTimeFormatterBuilder$1 (java.base@17.0.6)
1240:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser (java.base@17.0.6)
1241:             2             48  java.time.format.DateTimeTextProvider$LocaleStore (java.base@17.0.6)
1242:             3             48  java.util.Base64$Decoder (java.base@17.0.6)
1243:             3             48  java.util.Optional (java.base@17.0.6)
1244:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@17.0.6)
1245:             3             48  java.util.TreeMap$KeySet (java.base@17.0.6)
1246:             3             48  java.util.TreeSet (java.base@17.0.6)
1247:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@17.0.6)
1248:             2             48  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@17.0.6)
1249:             1             48  java.util.concurrent.LinkedBlockingQueue (java.base@17.0.6)
1250:             1             48  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@17.0.6)
1251:             3             48  java.util.concurrent.atomic.AtomicBoolean (java.base@17.0.6)
1252:             2             48  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@17.0.6)
1253:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@17.0.6)
1254:             2             48  java.util.logging.LoggingPermission (java.logging@17.0.6)
1255:             3             48  java.util.regex.CharPredicates$$Lambda$87/0x00000001001fb0a8 (java.base@17.0.6)
1256:             3             48  java.util.regex.Pattern$Begin (java.base@17.0.6)
1257:             2             48  java.util.regex.Pattern$CharPredicate$$Lambda$117/0x00000001002f4bf0 (java.base@17.0.6)
1258:             2             48  java.util.regex.Pattern$CharProperty (java.base@17.0.6)
1259:             2             48  java.util.regex.Pattern$Dollar (java.base@17.0.6)
1260:             2             48  java.util.regex.Pattern$Prolog (java.base@17.0.6)
1261:             2             48  javax.crypto.CryptoPermissions (java.base@17.0.6)
1262:             1             48  javax.imageio.ImageTypeSpecifier$Packed (java.desktop@17.0.6)
1263:             2             48  jdk.internal.icu.impl.Norm2AllModes (java.base@17.0.6)
1264:             2             48  jdk.internal.icu.impl.Norm2AllModes$ComposeNormalizer2 (java.base@17.0.6)
1265:             2             48  jdk.internal.icu.impl.Norm2AllModes$Norm2AllModesSingleton (java.base@17.0.6)
1266:             1             48  jdk.internal.icu.impl.UCharacterProperty (java.base@17.0.6)
1267:             2             48  jdk.internal.icu.util.CodePointTrie$Type (java.base@17.0.6)
1268:             3             48  jdk.internal.icu.util.VersionInfo (java.base@17.0.6)
1269:             1             48  jdk.internal.jimage.ImageHeader (java.base@17.0.6)
1270:             2             48  jdk.internal.misc.Signal (java.base@17.0.6)
1271:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@17.0.6)
1272:             3             48  jdk.internal.module.ServicesCatalog (java.base@17.0.6)
1273:             2             48  kotlin.io.FileWalkDirection
1274:             1             48  kotlin.sequences.SequencesKt___SequencesKt$flatMap$1
1275:             1             48  kotlin.sequences.SequencesKt___SequencesKt$flatMap$2
1276:             1             48  kotlinx.coroutines.DefaultExecutor
1277:             3             48  kotlinx.coroutines.flow.FlowKt__DelayKt$sample$2$values$1$1
1278:             2             48  kotlinx.coroutines.flow.FlowKt__ZipKt$combine$$inlined$unsafeFlow$1
1279:             1             48  kotlinx.coroutines.flow.internal.SafeCollectorKt$emitFun$1
1280:             2             48  kotlinx.coroutines.sync.SemaphoreImpl$onCancellationRelease$1
1281:             2             48  name.kropp.kotlinx.gettext.Gettext
1282:             3             48  okhttp3.ConnectionPool
1283:             2             48  okhttp3.Route
1284:             1             48  okhttp3.internal.concurrent.TaskRunner
1285:             2             48  okhttp3.internal.connection.RouteSelector$Selection
1286:             2             48  okhttp3.internal.http1.HeadersReader
1287:             1             48  okio.AsyncTimeout
1288:             2             48  okio.AsyncTimeout$sink$1
1289:             2             48  okio.AsyncTimeout$source$1
1290:             1             48  okio.Buffer$UnsafeCursor
1291:             2             48  okio.InputStreamSource
1292:             2             48  okio.OutputStreamSink
1293:             2             48  okio.RealBufferedSink
1294:             3             48  org.slf4j.helpers.BasicMarkerFactory
1295:             1             48  org.tinylog.core.TinylogLoggingProvider
1296:             2             48  org.tinylog.format.AdvancedMessageFormatter
1297:             2             48  sun.awt.MostRecentKeyValue (java.desktop@17.0.6)
1298:             3             48  sun.awt.SunDisplayChanger (java.desktop@17.0.6)
1299:             1             48  sun.java2d.SurfaceData$PixelToPgramLoopConverter (java.desktop@17.0.6)
1300:             2             48  sun.java2d.d3d.D3DContext$D3DContextCaps (java.desktop@17.0.6)
1301:             1             48  sun.java2d.pipe.RenderBuffer (java.desktop@17.0.6)
1302:             3             48  sun.java2d.pipe.SpanClipRenderer (java.desktop@17.0.6)
1303:             1             48  sun.nio.ch.FileChannelImpl$DefaultUnmapper (java.base@17.0.6)
1304:             1             48  sun.nio.cs.UTF_8$Encoder (java.base@17.0.6)
1305:             2             48  sun.security.ec.ParametersMap (jdk.crypto.ec@17.0.6)
1306:             2             48  sun.security.jca.ProviderList (java.base@17.0.6)
1307:             2             48  sun.security.jca.ProviderList$3 (java.base@17.0.6)
1308:             3             48  sun.security.rsa.PSSParameters (java.base@17.0.6)
1309:             2             48  sun.security.ssl.SSLAlgorithmConstraints (java.base@17.0.6)
1310:             3             48  sun.security.ssl.SSLCipher$StreamReadCipherGenerator (java.base@17.0.6)
1311:             3             48  sun.security.ssl.SSLCipher$StreamWriteCipherGenerator (java.base@17.0.6)
1312:             3             48  sun.security.util.DisabledAlgorithmConstraints$Constraints (java.base@17.0.6)
1313:             2             48  sun.security.util.DisabledAlgorithmConstraints$jdkCAConstraint (java.base@17.0.6)
1314:             2             48  sun.security.x509.IPAddressName (java.base@17.0.6)
1315:             2             48  sun.util.locale.provider.CurrencyNameProviderImpl (java.base@17.0.6)
1316:             2             48  sun.util.locale.provider.DateFormatProviderImpl (java.base@17.0.6)
1317:             2             48  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@17.0.6)
1318:             2             48  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@17.0.6)
1319:             2             48  sun.util.locale.provider.LocaleNameProviderImpl (java.base@17.0.6)
1320:             2             48  sun.util.locale.provider.NumberFormatProviderImpl (java.base@17.0.6)
1321:             1             48  sun.util.resources.TimeZoneNames (java.base@17.0.6)
1322:             1             48  sun.util.resources.TimeZoneNames_en (java.base@17.0.6)
1323:             1             48  sun.util.resources.cldr.TimeZoneNames (java.base@17.0.6)
1324:             1             48  sun.util.resources.cldr.TimeZoneNames_en (java.base@17.0.6)
1325:             1             40  [Lcom.intellij.internal.statistic.eventLog.validator.rules.utils.ValidationRuleProducer;
1326:             1             40  [Lcom.jetbrains.toolbox.datamodel.GraphicsApi;
1327:             1             40  [Lcom.jetbrains.toolbox.datamodel.ProxyType;
1328:             1             40  [Lcom.jetbrains.toolbox.datamodel.project.ProjectsUpdateReason;
1329:             1             40  [Lcom.jetbrains.toolbox.manager.InformationalOnboardingSteps;
1330:             1             40  [Lcom.sun.jna.Structure;
